timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1771071314,2026-02-14T20:15:14.889865,0.019,0.02,0.018,0.002,21961.1,76794.59
1771071494,2026-02-14T20:18:14.879454,0.0195,0.02,0.019,0.001,16160.35,71416.58
1771071674,2026-02-14T20:21:14.881621,0.019,0.02,0.018,0.002,23083.14,70797.64
1771071854,2026-02-14T20:24:14.938245,0.0195,0.02,0.019,0.001,15673.8,71267.56
1771072035,2026-02-14T20:27:15.088114,0.0195,0.02,0.019,0.001,15371.89,70941.13
1771072215,2026-02-14T20:30:15.020267,0.0195,0.02,0.019,0.001,15371.89,72211.41
1771072395,2026-02-14T20:33:15.091649,0.0205,0.021,0.02,0.001,13034.15,90330.83
1771072575,2026-02-14T20:36:15.091642,0.0205,0.021,0.02,0.001,12982.81,89052.31
1771072755,2026-02-14T20:39:15.224172,0.0195,0.021,0.018,0.003,20030.23,88740.12
1771072935,2026-02-14T20:42:15.056477,0.019,0.02,0.018,0.002,20708.280000000002,67557.48
1771073115,2026-02-14T20:45:15.325958,0.017,0.019,0.015,0.004,34702.64,50205.16
1771073295,2026-02-14T20:48:15.304361,0.0185,0.02,0.017,0.003,24997.52,57957.72
1771073475,2026-02-14T20:51:15.233131,0.0165,0.018,0.015,0.003,43717.979999999996,34058.87
1771073659,2026-02-14T20:54:19.991168,0.016,,,0.004,89695.35,35382.22
1771073835,2026-02-14T20:57:15.185591,0.0155,0.017,0.014,0.003,90918.04000000001,13087.320000000002
1771074015,2026-02-14T21:00:15.452157,0.017,0.019,0.015,0.004,40935.76,55941.08
1771074195,2026-02-14T21:03:15.297598,0.016,0.018,0.014,0.004,87033.67,44313.33
1771074375,2026-02-14T21:06:15.295126,0.015,0.016,0.014,0.002,84266.53,19147.89
1771074555,2026-02-14T21:09:15.421153,0.017,0.019,0.015,0.004,39790.51,60909.08
1771074735,2026-02-14T21:12:15.433436,0.016,0.017,0.015,0.002,40428.75,40485.04
1771074915,2026-02-14T21:15:15.339559,0.0145,0.015,0.014,0.001,90701.53,43285.37
1771075095,2026-02-14T21:18:15.407945,0.014,0.015,0.013,0.002,80447.97,31168.8
1771075275,2026-02-14T21:21:15.470689,0.014,0.015,0.013,0.002,80800.17,32227.1
1771075455,2026-02-14T21:24:15.495751,0.0145,0.016,0.013,0.003,108486.36,30465.329999999998
1771075635,2026-02-14T21:27:15.445541,0.0145,0.016,0.013,0.003,108525.62,29875.09
1771075815,2026-02-14T21:30:15.484730,0.0145,0.015,0.014,0.001,97167.12,19470.8
1771075995,2026-02-14T21:33:15.665330,0.016,0.017,0.015,0.002,47283.22,56834.75
1771076175,2026-02-14T21:36:15.640476,0.017,0.018,0.016,0.002,40375.37,60690.89
1771076355,2026-02-14T21:39:15.575014,0.0185,0.02,0.017,0.003,20924.07,69769.51
1771076535,2026-02-14T21:42:15.683025,0.0185,0.02,0.017,0.003,22122.95,52319.369999999995
1771076720,2026-02-14T21:45:20.273598,0.018,,,0.004,40729.72,52347.479999999996
1771076895,2026-02-14T21:48:15.670760,0.0175,0.019,0.016,0.003,40121.21,52157.310000000005
1771077075,2026-02-14T21:51:15.639979,0.018,0.019,0.017,0.002,20282.26,52228.840000000004
1771077255,2026-02-14T21:54:15.707070,0.0175,0.018,0.017,0.001,18731.37,51723.07
1771077435,2026-02-14T21:57:15.692485,0.0175,0.019,0.016,0.003,30587.1,58645.34
1771077615,2026-02-14T22:00:15.724080,0.016,0.017,0.015,0.002,35564.21,54250.850000000006
1771077795,2026-02-14T22:03:15.913370,0.0155,0.017,0.014,0.003,88975.06,54054.21
1771077975,2026-02-14T22:06:15.861706,0.016,0.017,0.015,0.002,39072.21,54489.45
1771078155,2026-02-14T22:09:15.846458,0.016,0.017,0.015,0.002,40238.36,53962.46
